video,site,track_id,label,kind,n_frames,span_s,mean_conf,topk_conf,mean_box_px,first_frame,last_frame,gt_overlap_frames
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,942,0,false,1,0.02,0.4247,0.4247,758.8,12564,12564,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,960,0,duplicate,7,0.15,0.5089,0.5589,906.8,12604,12612,7
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,989,0,duplicate,2,0.03,0.6299,0.6299,910.2,12623,12624,2
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,990,0,duplicate,3,0.07,0.4104,0.4104,878.2,12627,12630,3
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,993,0,duplicate,16,0.43,0.4394,0.6136,915.4,12632,12657,16
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1006,0,duplicate,4,0.07,0.5219,0.5219,856.3,12644,12647,4
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1008,0,false,2,0.03,0.3736,0.3736,677.8,12646,12647,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1022,0,duplicate,1,0.02,0.4127,0.4127,946.1,12664,12664,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1023,1,primary,148,3.03,0.63,0.7527,735.9,12664,12845,148
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1024,0,duplicate,67,1.58,0.5472,0.7212,896.9,12665,12759,67
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1055,0,duplicate,4,0.22,0.2887,0.2887,801.6,12698,12710,4
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1072,0,duplicate,1,0.02,0.6421,0.6421,947.8,12748,12748,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1075,1,primary,86,1.82,0.5938,0.7647,835.7,12754,12862,86
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1103,0,false,2,0.03,0.4702,0.4702,740.5,12822,12823,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1107,0,duplicate,18,0.35,0.4694,0.6209,848.2,12857,12877,16
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1109,0,duplicate,74,2.17,0.5462,0.7207,671.5,12860,12989,74
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1124,0,false,4,0.07,0.4371,0.4371,472.5,12896,12899,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1154,0,false,40,0.83,0.4229,0.5651,688.5,13065,13114,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1167,0,duplicate,37,0.62,0.5607,0.7411,563.0,13197,13233,24
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1168,0,false,5,0.1,0.3102,0.3102,502.8,13214,13219,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1178,1,primary,39,0.78,0.4346,0.585,563.7,13241,13287,36
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1195,0,false,3,0.05,0.3383,0.3383,891.4,13502,13504,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1230,0,false,1,0.02,0.5208,0.5208,344.4,13841,13841,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1231,0,false,3,0.05,0.4285,0.4285,485.3,13891,13893,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1235,1,primary,130,2.22,0.6642,0.7617,488.8,13953,14085,80
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1236,0,false,18,0.3,0.6425,0.715,367.1,13953,13970,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1252,0,false,2,0.03,0.4586,0.4586,385.6,13981,13982,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1279,1,primary,15,0.25,0.5616,0.6857,425.4,13992,14006,15
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1288,1,primary,7,0.12,0.3784,0.3925,349.5,13997,14003,7
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1291,0,duplicate,14,0.23,0.365,0.4199,328.6,14003,14016,9
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1298,0,duplicate,4,0.07,0.4693,0.4693,392.8,14008,14011,4
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1305,0,duplicate,7,0.12,0.4378,0.4549,439.1,14015,14021,6
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1316,1,primary,27,0.45,0.3917,0.4704,304.6,14025,14051,27
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1460,0,false,11,0.18,0.6154,0.7007,758.7,14385,14395,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1465,0,false,12,0.2,0.6355,0.7308,652.7,14403,14414,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1469,0,false,30,0.77,0.4923,0.6354,595.4,14417,14462,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1482,0,false,1,0.02,0.7201,0.7201,1958.5,15149,15149,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1484,1,primary,85,1.42,0.7943,0.8265,1838.4,15154,15238,79
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1486,1,primary,89,1.48,0.8155,0.8799,3715.2,15188,15276,76
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1487,0,false,1,0.02,0.5807,0.5807,840.7,15271,15271,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1488,1,primary,107,1.78,0.7886,0.8466,1680.3,15279,15385,102
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1491,1,primary,123,2.07,0.781,0.8192,1580.9,15316,15439,117
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1498,0,duplicate,25,0.43,0.6514,0.7536,668.8,15581,15606,23
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1499,0,duplicate,6,0.1,0.5991,0.6097,343.0,15581,15586,6
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1502,0,duplicate,6,0.12,0.5816,0.6158,320.4,15589,15595,6
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1513,1,primary,94,1.6,0.7105,0.7705,627.5,15602,15697,91
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1514,0,duplicate,10,0.17,0.4611,0.5462,474.9,15607,15616,10
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1520,0,duplicate,15,1.45,0.527,0.6613,443.1,15618,15704,9
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1521,0,duplicate,37,0.62,0.5415,0.6342,295.1,15622,15658,37
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1530,0,duplicate,24,0.45,0.4864,0.573,324.4,15670,15696,22
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1545,0,false,4,0.07,0.3854,0.3854,1034.3,15785,15788,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1572,0,false,2,0.03,0.5591,0.5591,937.2,16826,16827,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1573,0,false,18,0.42,0.5369,0.6733,781.6,16839,16863,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1602,0,false,3,0.05,0.361,0.361,492.0,16904,16906,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1626,0,false,13,0.22,0.4596,0.595,527.0,16917,16929,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1628,0,false,3,0.05,0.505,0.505,535.6,16918,16920,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1630,0,false,1,0.02,0.4707,0.4707,512.7,16919,16919,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1636,0,false,11,0.18,0.4689,0.538,434.2,16933,16943,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1638,0,false,9,0.15,0.3343,0.3796,428.0,16938,16946,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1639,0,false,6,0.1,0.3311,0.3709,404.0,16947,16952,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1642,0,false,4,0.07,0.386,0.386,391.6,16956,16959,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1644,0,false,3,0.07,0.506,0.506,423.1,16965,16968,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1648,0,false,1,0.02,0.5941,0.5941,3001.1,17064,17064,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1659,0,false,1,0.02,0.4465,0.4465,1497.5,17514,17514,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1663,0,false,1,0.02,0.503,0.503,496.1,17888,17888,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1672,0,false,1,0.02,0.4808,0.4808,839.4,17902,17902,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1683,0,false,1,0.02,0.435,0.435,794.3,17923,17923,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1688,0,false,2,0.03,0.5877,0.5877,1433.9,17930,17931,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1693,0,false,1,0.02,0.4114,0.4114,530.5,18571,18571,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1705,0,false,14,0.23,0.5029,0.6159,1015.5,18583,18596,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1706,0,false,13,0.3,0.4567,0.6148,877.0,18616,18633,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1711,0,false,2,0.03,0.4176,0.4176,658.9,18665,18666,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1717,0,false,22,1.08,0.4564,0.6334,671.2,18676,18740,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1730,0,false,5,0.42,0.4666,0.4666,1187.6,18766,18790,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1734,0,false,2,0.03,0.404,0.404,616.3,18774,18775,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1752,0,false,2,0.03,0.3819,0.3819,533.2,18810,18811,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1766,1,primary,134,2.23,0.7327,0.8277,3138.8,19157,19290,120
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1773,1,primary,88,1.47,0.7978,0.8522,4000.8,19228,19315,78
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1780,1,primary,57,0.97,0.759,0.8801,4267.7,19296,19353,50
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1789,1,primary,3,0.05,0.6188,0.6188,1038.9,19434,19436,3
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1818,0,false,1,0.02,0.7049,0.7049,1346.3,20144,20144,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1821,0,false,25,0.55,0.4726,0.6889,1499.1,20180,20212,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1830,0,false,1,0.02,0.4679,0.4679,687.5,20371,20371,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1835,0,false,16,0.28,0.5731,0.6832,718.0,20725,20741,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1856,0,duplicate,4,0.07,0.4798,0.4798,1029.7,20762,20765,4
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1860,0,false,1,0.02,0.6043,0.6043,1159.4,20766,20766,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1870,0,duplicate,1,0.02,0.593,0.593,961.2,20779,20779,1
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1874,1,primary,52,1.03,0.5855,0.7781,1050.2,20781,20842,52
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1876,0,duplicate,3,0.05,0.5054,0.5054,816.4,20782,20784,2
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1884,0,duplicate,3,0.05,0.5016,0.5016,667.9,20795,20797,3
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1891,1,primary,13,0.23,0.3894,0.5104,785.0,20802,20815,12
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1935,0,false,14,0.25,0.5739,0.7104,560.4,20886,20900,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1942,0,false,32,0.62,0.5373,0.6506,501.8,20902,20938,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1950,0,false,4,0.07,0.5298,0.5298,487.3,20920,20923,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1957,0,false,13,0.22,0.4225,0.5263,615.2,20944,20956,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1971,0,false,9,0.18,0.3762,0.4581,631.5,20975,20985,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1979,1,primary,140,2.7,0.6242,0.745,449.8,20988,21149,136
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,1981,0,false,12,0.2,0.4314,0.541,604.0,20989,21000,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,2008,0,false,3,0.05,0.3442,0.3442,451.4,21096,21098,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,2014,0,duplicate,4,0.52,0.3609,0.3609,449.9,21135,21165,3
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,2015,0,false,1,0.02,0.4261,0.4261,550.1,21137,21137,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,2019,1,primary,91,1.57,0.5911,0.7674,882.7,21149,21242,87
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,2024,0,duplicate,32,0.82,0.5325,0.6715,439.4,21157,21205,31
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,2068,1,primary,21,0.6,0.4816,0.6483,701.7,21263,21298,15
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,2076,0,duplicate,11,0.2,0.4952,0.5818,651.2,21305,21316,11
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,2080,0,duplicate,10,0.2,0.4656,0.5521,703.1,21321,21332,10
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,2092,0,false,1,0.02,0.3575,0.3575,523.9,21384,21384,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,2100,0,false,6,0.17,0.3178,0.3572,477.6,21391,21400,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,2109,0,false,4,0.07,0.4056,0.4056,584.7,21407,21410,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,2110,0,false,1,0.02,0.4695,0.4695,753.6,21410,21410,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,2123,0,false,8,0.2,0.428,0.4862,592.7,21421,21432,0
EagleCreekDrEtc_SHB_12.11.2025_LS,SHB,2126,0,false,3,0.05,0.4734,0.4734,2140.6,21423,21425,0
